Module,Path,baseline,node22,node20,node18,bun,deno,workerd,wranglerUnenv
,,,22.14.0,4.5.1,1.2.0,2.2.8,d3cd504
process,config.variables.node_shared_zlib,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_tag,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_target_type,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_use_amaro,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_use_bundled_v8,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_use_dtrace,supported,unsupported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_use_etw,supported,unsupported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_use_node_code_cache,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_use_node_snapshot,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_use_openssl,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_use_v8_platform,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_with_ltcg,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_without_node_options,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.node_write_snapshot_as_array_literals,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.openssl_is_fips,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.openssl_quic,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.ossfuzz,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.shlib_suffix,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.single_executable_application,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.target_arch,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.ubsan,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.use_prefix_to_find_headers,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_31bit_smis_on_64bit_arch,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_extensible_ro_snapshot,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_gdbjit,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_hugepage,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_i18n_support,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_inspector,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_javascript_promise_hooks,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_lite_mode,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_maglev,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_object_print,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_pointer_compression,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_sandbox,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_shared_ro_heap,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_v8_checks,supported,unsupported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_enable_webassembly,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_no_strict_aliasing,supported,unsupported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_optimized_debug,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_promise_internal_field_count,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_random_seed,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_trace_maps,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.v8_use_siphash,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.want_separate_host_toolset,supported,supported,unsupported,unsupported,unsupported,unsupported
process,config.variables.xcode_version,supported,supported,unsupported,unsupported,unsupported,unsupported
process,constrainedMemory,supported,supported,supported,supported,unsupported,unsupported
process,cpuUsage,supported,supported,supported,supported,supported,unsupported
process,cwd,supported,supported,supported,supported,supported,unsupported
process,debugPort,supported,supported,supported,supported,unsupported,unsupported
process,dlopen,supported,supported,supported,supported,supported,unsupported
process,domain,supported,supported,mismatch,unsupported,unsupported,unsupported
process,emitWarning,supported,supported,supported,supported,supported,unsupported
process,env.*self*,supported,supported,supported,supported,supported,unsupported
process,execArgv,supported,supported,supported,supported,supported,unsupported
process,execPath,supported,supported,supported,supported,supported,unsupported
process,exit,supported,supported,supported,supported,supported,unsupported
process,exitCode,supported,supported,supported,supported,unsupported,unsupported
process,features.*self*,supported,supported,supported,supported,unsupported,unsupported
process,features.cached_builtins,supported,supported,unsupported,supported,unsupported,unsupported
process,features.debug,supported,supported,unsupported,supported,unsupported,unsupported
process,features.inspector,supported,supported,unsupported,supported,unsupported,unsupported
process,features.ipv6,supported,supported,unsupported,supported,unsupported,unsupported
process,features.require_module,supported,supported,unsupported,unsupported,unsupported,unsupported
process,features.tls,supported,supported,unsupported,supported,unsupported,unsupported
process,features.tls_alpn,supported,supported,unsupported,supported,unsupported,unsupported
process,features.tls_ocsp,supported,supported,unsupported,supported,unsupported,unsupported
process,features.tls_sni,supported,supported,unsupported,supported,unsupported,unsupported
process,features.typescript,supported,supported,unsupported,unsupported,unsupported,unsupported
process,features.uv,supported,supported,unsupported,supported,unsupported,unsupported
process,finalization.*self*,supported,supported,supported,unsupported,unsupported,unsupported
process,finalization.register,supported,supported,stub,unsupported,unsupported,unsupported
process,finalization.registerBeforeExit,supported,supported,stub,unsupported,unsupported,unsupported
process,finalization.unregister,supported,supported,stub,unsupported,unsupported,unsupported
